"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2059,701280,413378,1114658,2017
2060,712910,416743,1129653,2017
2010,485,1269,1754,2018
2011,1233,2524,3757,2018
2012,1761,3732,5493,2018
2013,2858,4532,7390,2018
2014,4179,4502,8681,2018
2015,5446,4845,10291,2018
2016,7100,6019,13119,2018
2017,9663,7417,17080,2018
2018,16002,13184,29186,2018
2019,26202,21749,47951,2018
2020,36334,33235,69569,2018
2021,49044,45792,94836,2018
2022,63515,60541,124056,2018
2023,79574,75768,155342,2018
2024,97462,90260,187722,2018
2025,116358,104309,220667,2018
2026,134954,118627,253581,2018
2027,152419,133012,285431,2018
2028,170260,145785,316045,2018
2029,190124,157687,347811,2018
2030,209405,168790,378195,2018
2031,229752,180507,410259,2018
2032,250485,191270,441755,2018
2033,271139,200797,471936,2018
2034,291936,209863,501799,2018
2035,312282,218645,530927,2018
2036,331599,226694,558293,2018
2037,352477,235323,587800,2018
2038,372752,242758,615510,2018
2039,390666,251224,641890,2018
2040,409776,258407,668183,2018
2041,428660,266702,695362,2018
2042,445021,275849,720870,2018
2043,459673,284059,743732,2018
2044,473142,290751,763893,2018
2045,486192,297662,783854,2018
2046,499175,303768,802943,2018
2047,511312,309737,821049,2018
2048,520608,315634,836242,2018
2049,531210,320155,851365,2018
2050,544016,324557,868573,2018
2051,557044,330823,887867,2018
2052,567324,336826,904150,2018
2053,576353,342471,918824,2018
2054,587301,346829,934130,2018
2055,599735,351653,951388,2018
2056,611895,356429,968324,2018
2057,625741,359935,985676,2018
2058,637641,364988,1002629,2018
2059,648329,368527,1016856,2018
2060,659987,372205,1032192,2018
2010,-548,1227,679,2019
2011,-1008,2424,1416,2019
2012,-2166,3710,1544,2019
2013,-2880,4343,1463,2019
2014,-4177,4521,344,2019
2015,-4877,4567,-310,2019
2016,-5729,4601,-1128,2019
2017,-5131,4952,-179,2019
2018,-6041,6376,335,2019
2019,-50,11739,11689,2019
2020,6691,20034,26725,2019
2021,16781,30219,47000,2019
2022,29826,42022,71848,2019
2023,45104,55357,100461,2019
2024,62313,68582,130895,2019
2025,80276,81519,161795,2019
2026,97783,95458,193241,2019
2027,114256,109438,223694,2019
2028,130059,122220,252279,2019
2029,146355,134263,280618,2019
2030,162376,146341,308717,2019
2031,181729,158260,339989,2019
2032,201614,169039,370653,2019
2033,221943,178928,400871,2019
2034,243759,188570,432329,2019
2035,264911,198170,463081,2019
2036,285978,206713,492691,2019
2037,310523,216665,527188,2019
2038,333450,224824,558274,2019
2039,354746,234105,588851,2019
2040,377427,241960,619387,2019
2041,400283,250837,651120,2019
2042,420381,260716,681097,2019
2043,440664,269297,709961,2019
2044,461273,276584,737857,2019
2045,480554,284440,764994,2019
2046,499484,289547,789031,2019
2047,518541,294830,813371,2019
2048,535863,299545,835408,2019
2049,550921,304284,855205,2019
2050,567259,308839,876098,2019
2051,583191,315291,898482,2019
2052,595826,321097,916923,2019
2053,606136,325909,932045,2019
2054,618456,329814,948270,2019
2055,630566,333835,964401,2019
2056,639905,337518,977423,2019
2057,650660,340880,991540,2019
2058,658553,345261,1003814,2019
2059,668539,348544,1017083,2019
2060,677251,353145,1030396,2019
2010,-189,571,382,2020
2011,-323,1426,1103,2020
2012,-916,2862,1946,2020
2013,-990,4097,3107,2020
2014,-1812,4807,2995,2020
2015,-1861,5209,3348,2020
2016,-1798,6185,4387,2020
2017,-1374,6718,5344,2020
2018,-2514,8334,5820,2020
2019,-2823,9724,6901,2020
2020,-347,15501,15154,2020
2021,7969,23085,31054,2020
2022,19229,32723,51952,2020
2023,33047,44055,77102,2020
2024,49722,56078,105800,2020
2025,67660,68584,136244,2020
2026,85825,81529,167354,2020
2027,103146,94360,197506,2020
2028,121575,106808,228383,2020
2029,142220,118552,260772,2020
2030,163109,130964,294073,2020
2031,184412,144507,328919,2020
2032,206816,156437,363253,2020
2033,230148,167311,397459,2020
2034,253652,177117,430769,2020
2035,276526,187412,463938,2020
2036,297596,196660,494256,2020
2037,321182,207092,528274,2020
2038,343607,217098,560705,2020
2039,364229,227612,591841,2020
2040,384819,236511,621330,2020
2041,406815,246007,652822,2020
2042,426260,256567,682827,2020
2043,441857,266551,708408,2020
2044,459704,275826,735530,2020
2045,476934,284792,761726,2020
2046,493781,293036,786817,2020
2047,511134,299807,810941,2020
2048,526481,305124,831605,2020
2049,540562,310920,851482,2020
2050,554717,317070,871787,2020
2051,567913,324158,892071,2020
2052,580453,332064,912517,2020
2053,592325,337591,929916,2020
2054,605832,342260,948092,2020
2055,619353,347465,966818,2020
2056,631483,353245,984728,2020
2057,643524,357321,1000845,2020
2058,655479,362445,1017924,2020
2059,666223,366385,1032608,2020
2060,679075,369937,1049012,2020
