"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2014,2036,255,2291,2019
2015,1970,313,2283,2019
2016,1874,273,2147,2019
2017,1609,220,1829,2019
2018,957,-100,857,2019
2019,856,-118,738,2019
2020,616,58,674,2019
2021,163,116,279,2019
2022,-276,351,75,2019
2023,-166,909,743,2019
2024,251,1242,1493,2019
2025,1196,1677,2873,2019
2026,2134,2297,4431,2019
2027,2997,3502,6499,2019
2028,4322,4894,9216,2019
2029,5824,6171,11995,2019
2030,7897,7199,15096,2019
2031,9557,8525,18082,2019
2032,11169,9335,20504,2019
2033,12974,10158,23132,2019
2034,15673,11464,27137,2019
2035,19092,12447,31539,2019
2036,21160,13448,34608,2019
2037,22886,13927,36813,2019
2038,25541,14888,40429,2019
2039,27872,15919,43791,2019
2040,30235,15564,45799,2019
2041,34016,15689,49705,2019
2042,35643,16388,52031,2019
2043,36928,16846,53774,2019
2044,37352,16798,54150,2019
2045,38523,17145,55668,2019
2046,40061,17285,57346,2019
2047,41160,17408,58568,2019
2048,43592,16947,60539,2019
2049,46574,16650,63224,2019
2050,49812,16339,66151,2019
2051,52381,16202,68583,2019
2052,54943,15629,70572,2019
2053,55327,14665,69992,2019
2054,56150,13742,69892,2019
2055,56690,11861,68551,2019
2056,57650,10770,68420,2019
2057,58688,9096,67784,2019
2058,58948,9002,67950,2019
2059,57494,8006,65500,2019
2060,57145,6999,64144,2019
2010,466,-3,463,2020
2011,1051,4,1055,2020
2012,1479,129,1608,2020
2013,1651,372,2023,2020
2014,2042,528,2570,2020
2015,2190,710,2900,2020
2016,2501,647,3148,2020
2017,2514,637,3151,2020
2018,2293,641,2934,2020
2019,1762,656,2418,2020
2020,1340,877,2217,2020
2021,534,1049,1583,2020
2022,-21,1522,1501,2020
2023,468,2329,2797,2020
2024,1254,2878,4132,2020
2025,2452,3485,5937,2020
2026,3048,4287,7335,2020
2027,3383,5286,8669,2020
2028,4081,6324,10405,2020
2029,4662,7332,11994,2020
2030,6099,8387,14486,2020
2031,7441,9538,16979,2020
2032,8472,10517,18989,2020
2033,9842,11519,21361,2020
2034,11184,12777,23961,2020
2035,13236,13708,26944,2020
2036,13940,14817,28757,2020
2037,15362,15352,30714,2020
2038,17282,16529,33811,2020
2039,18996,17587,36583,2020
2040,20123,17248,37371,2020
2041,22614,17317,39931,2020
2042,23544,17418,40962,2020
2043,24587,17631,42218,2020
2044,26432,16862,43294,2020
2045,29192,16334,45526,2020
2046,31213,16471,47684,2020
2047,33003,16441,49444,2020
2048,35499,15633,51132,2020
2049,39918,15162,55080,2020
2050,43652,15133,58785,2020
2051,45766,14717,60483,2020
2052,48875,14122,62997,2020
2053,50100,13208,63308,2020
2054,51381,12182,63563,2020
2055,51204,10366,61570,2020
2056,51824,9215,61039,2020
2057,53032,7644,60676,2020
2058,53178,7125,60303,2020
2059,52183,6348,58531,2020
2060,52417,5501,57918,2020
