"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2021,46173,24813,70986,2018
2022,58492,35226,93718,2018
2023,71728,46085,117813,2018
2024,86646,56423,143069,2018
2025,101392,66335,167727,2018
2026,115976,77774,193750,2018
2027,131281,89200,220481,2018
2028,146292,99122,245414,2018
2029,162139,107847,269986,2018
2030,177149,115463,292612,2018
2031,194603,123901,318504,2018
2032,211988,132139,344127,2018
2033,229990,140286,370276,2018
2034,249332,147715,397047,2018
2035,266149,155590,421739,2018
2036,283935,162350,446285,2018
2037,302220,169735,471955,2018
2038,320829,176155,496984,2018
2039,338156,183874,522030,2018
2040,356287,189931,546218,2018
2041,375764,197008,572772,2018
2042,392737,205848,598585,2018
2043,409200,213586,622786,2018
2044,427645,219853,647498,2018
2045,444303,226746,671049,2018
2046,458304,231112,689416,2018
2047,473781,235004,708785,2018
2048,487020,238434,725454,2018
2049,500590,243064,743654,2018
2050,515383,247395,762778,2018
2051,529032,252395,781427,2018
2052,540536,257544,798080,2018
2053,549611,260921,810532,2018
2054,559858,265283,825141,2018
2055,570227,270726,840953,2018
2056,579308,274287,853595,2018
2057,589223,276843,866066,2018
2058,597160,281168,878328,2018
2059,603965,284385,888350,2018
2060,612215,287943,900158,2018
2010,741,1252,1993,2019
2011,1255,2445,3700,2019
2012,1118,3722,4840,2019
2013,1549,4440,5989,2019
2014,931,4582,5513,2019
2015,1023,4667,5690,2019
2016,1515,5050,6565,2019
2017,3209,5599,8808,2019
2018,3750,6876,10626,2019
2019,10528,11278,21806,2019
2020,17073,18365,35438,2019
2021,25444,26451,51895,2019
2022,35947,37340,73287,2019
2023,48100,48974,97074,2019
2024,61924,60542,122466,2019
2025,76708,71977,148685,2019
2026,91478,84645,176123,2019
2027,106796,97178,203974,2019
2028,122100,108304,230404,2019
2029,137508,118708,256216,2019
2030,151803,128624,280427,2019
2031,168902,138872,307774,2019
2032,187390,147793,335183,2019
2033,207034,155864,362898,2019
2034,226728,163377,390105,2019
2035,245126,172030,417156,2019
2036,264336,180328,444664,2019
2037,284228,190045,474273,2019
2038,301857,198686,500543,2019
2039,317193,207908,525101,2019
2040,333718,216109,549827,2019
2041,351739,224200,575939,2019
2042,367222,233865,601087,2019
2043,384287,241849,626136,2019
2044,401838,248388,650226,2019
2045,416798,255024,671822,2019
2046,429682,259767,689449,2019
2047,442423,264064,706487,2019
2048,453783,267549,721332,2019
2049,464554,271019,735573,2019
2050,477185,274267,751452,2019
2051,489454,279098,768552,2019
2052,499241,283673,782914,2019
2053,507988,288377,796365,2019
2054,518491,291445,809936,2019
2055,526486,295248,821734,2019
2056,534447,297509,831956,2019
2057,545146,298898,844044,2019
2058,555009,301498,856507,2019
2059,563044,303354,866398,2019
2060,572428,305947,878375,2019
2010,501,222,723,2020
2011,729,560,1289,2020
2012,210,1528,1738,2020
2013,322,2376,2698,2020
2014,-1075,2695,1620,2020
2015,-1377,2269,892,2020
2016,-1442,2295,853,2020
2017,-305,2034,1729,2020
2018,277,3093,3370,2020
2019,1546,3976,5522,2020
2020,4489,8551,13040,2020
2021,11614,14764,26378,2020
2022,21628,22714,44342,2020
2023,33696,31752,65448,2020
2024,47371,41205,88576,2020
2025,61516,51127,112643,2020
2026,76156,62009,138165,2020
2027,90642,72411,163053,2020
2028,105450,82216,187666,2020
2029,121884,90910,212794,2020
2030,136723,99516,236239,2020
2031,153145,109270,262415,2020
2032,171099,117836,288935,2020
2033,189009,125495,314504,2020
2034,208893,133084,341977,2020
2035,228289,141543,369832,2020
2036,247254,149531,396785,2020
2037,269001,158661,427662,2020
2038,291411,167014,458425,2020
2039,312101,176725,488826,2020
2040,334456,184209,518665,2020
2041,357846,192550,550396,2020
2042,378087,202045,580132,2020
2043,397019,212187,609206,2020
2044,417295,220940,638235,2020
2045,435448,229411,664859,2020
2046,452058,236164,688222,2020
2047,469204,242541,711745,2020
2048,483786,248165,731951,2020
2049,496371,252888,749259,2020
2050,511376,257369,768745,2020
2051,526863,262306,789169,2020
2052,540227,267251,807478,2020
2053,552360,269958,822318,2020
2054,566901,272451,839352,2020
2055,580533,276326,856859,2020
2056,593359,279099,872458,2020
2057,607078,281394,888472,2020
2058,619680,284479,904159,2020
2059,632755,286851,919606,2020
2060,645249,289603,934852,2020
