"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2019,36078,26702,62780,2018
2020,55925,43482,99407,2018
2021,79568,62490,142058,2018
2022,106570,84214,190784,2018
2023,135890,107704,243594,2018
2024,167965,130882,298847,2018
2025,202002,154462,356464,2018
2026,235892,178621,414513,2018
2027,269716,202465,472181,2018
2028,301584,224445,526029,2018
2029,334319,245938,580257,2018
2030,367210,266517,633727,2018
2031,401053,286060,687113,2018
2032,436214,303000,739214,2018
2033,471420,319540,790960,2018
2034,508028,334793,842821,2018
2035,542230,350603,892833,2018
2036,574659,365249,939908,2018
2037,608648,380439,989087,2018
2038,640669,395641,1036310,2018
2039,670273,411086,1081359,2018
2040,701301,425555,1126856,2018
2041,731627,439702,1171329,2018
2042,760718,453862,1214580,2018
2043,789890,467409,1257299,2018
2044,820503,480874,1301377,2018
2045,849693,495681,1345374,2018
2046,877770,508308,1386078,2018
2047,906080,520863,1426943,2018
2048,934806,532710,1467516,2018
2049,961696,544056,1505752,2018
2050,988354,555494,1543848,2018
2051,1013878,566575,1580453,2018
2052,1037305,577082,1614387,2018
2053,1059442,585288,1644730,2018
2054,1083136,593420,1676556,2018
2055,1106120,601630,1707750,2018
2056,1127327,609550,1736877,2018
2057,1149771,616212,1765983,2018
2058,1169569,623900,1793469,2018
2059,1188268,630269,1818537,2018
2060,1206362,637179,1843541,2018
2010,-1144,346,-798,2019
2011,-441,796,355,2019
2012,-665,1085,420,2019
2013,-940,1329,389,2019
2014,-856,1187,331,2019
2015,-628,446,-182,2019
2016,-505,264,-241,2019
2017,2,665,667,2019
2018,-1634,1577,-57,2019
2019,7615,9110,16725,2019
2020,20684,22539,43223,2019
2021,39729,39138,78867,2019
2022,61305,58833,120138,2019
2023,85961,81407,167368,2019
2024,113738,103372,217110,2019
2025,143907,126168,270075,2019
2026,174627,149807,324434,2019
2027,204351,172995,377346,2019
2028,234295,195245,429540,2019
2029,264928,215694,480622,2019
2030,296681,236220,532901,2019
2031,328615,257262,585877,2019
2032,362944,276899,639843,2019
2033,399152,294701,693853,2019
2034,435757,311527,747284,2019
2035,469623,327165,796788,2019
2036,502559,341566,844125,2019
2037,536811,356648,893459,2019
2038,569707,372003,941710,2019
2039,602111,387965,990076,2019
2040,636039,402996,1039035,2019
2041,668561,418444,1087005,2019
2042,699218,434582,1133800,2019
2043,727599,450485,1178084,2019
2044,756906,466726,1223632,2019
2045,783087,482699,1265786,2019
2046,808280,496128,1304408,2019
2047,833581,508283,1341864,2019
2048,857479,519833,1377312,2019
2049,882073,530054,1412127,2019
2050,908115,540697,1448812,2019
2051,933196,551686,1484882,2019
2052,955021,562097,1517118,2019
2053,975082,571206,1546288,2019
2054,996770,579051,1575821,2019
2055,1018214,586919,1605133,2019
2056,1040470,594644,1635114,2019
2057,1063389,600395,1663784,2019
2058,1084978,607298,1692276,2019
2059,1106443,612651,1719094,2019
2060,1127649,618138,1745787,2019
2010,-1108,1571,463,2020
2011,-902,3190,2288,2020
2012,-360,4836,4476,2020
2013,387,6630,7017,2020
2014,1206,7762,8968,2020
2015,1574,8101,9675,2020
2016,1812,9324,11136,2020
2017,3573,10625,14198,2020
2018,2940,12993,15933,2020
2019,2820,14603,17423,2020
2020,10849,24214,35063,2020
2021,25493,37515,63008,2020
2022,44538,54393,98931,2020
2023,68474,74820,143294,2020
2024,96495,94678,191173,2020
2025,126738,115922,242660,2020
2026,156006,138848,294854,2020
2027,187560,162566,350126,2020
2028,218993,184619,403612,2020
2029,250969,205177,456146,2020
2030,283504,225066,508570,2020
2031,315730,245014,560744,2020
2032,349577,263796,613373,2020
2033,383445,280745,664190,2020
2034,417001,296669,713670,2020
2035,449277,311864,761141,2020
2036,480587,326856,807443,2020
2037,513672,342772,856444,2020
2038,547358,357680,905038,2020
2039,579169,373854,953023,2020
2040,612743,388099,1000842,2020
2041,644982,403445,1048427,2020
2042,677226,419169,1096395,2020
2043,708878,433909,1142787,2020
2044,740687,449736,1190423,2020
2045,772362,465012,1237374,2020
2046,802304,479403,1281707,2020
2047,831357,493062,1324419,2020
2048,857924,504760,1362684,2020
2049,883892,514993,1398885,2020
2050,912348,525774,1438122,2020
2051,937513,536487,1474000,2020
2052,962328,546666,1508994,2020
2053,984377,555290,1539667,2020
2054,1005245,564464,1569709,2020
2055,1025709,574811,1600520,2020
2056,1046107,584284,1630391,2020
2057,1066902,591485,1658387,2020
2058,1084519,598511,1683030,2020
2059,1103083,604796,1707879,2020
2060,1121667,611648,1733315,2020
