"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2019,24958,26065,51023,2018
2020,41061,40390,81451,2018
2021,60897,55685,116582,2018
2022,82834,73095,155929,2018
2023,105683,92069,197752,2018
2024,129877,111251,241128,2018
2025,155015,130049,285064,2018
2026,179845,149093,328938,2018
2027,203929,168459,372388,2018
2028,228103,185731,413834,2018
2029,254153,202876,457029,2018
2030,279377,219399,498776,2018
2031,305988,236524,542512,2018
2032,333430,252054,585484,2018
2033,359772,266691,626463,2018
2034,387848,280639,668487,2018
2035,413177,295815,708992,2018
2036,436387,309344,745731,2018
2037,462569,324168,786737,2018
2038,489592,337052,826644,2018
2039,515323,350053,865376,2018
2040,541951,362081,904032,2018
2041,568779,374180,942959,2018
2042,592419,387339,979758,2018
2043,614771,401146,1015917,2018
2044,637836,413113,1050949,2018
2045,659242,427029,1086271,2018
2046,680069,440095,1120164,2018
2047,702636,451827,1154463,2018
2048,725293,462267,1187560,2018
2049,745654,472484,1218138,2018
2050,768245,482361,1250606,2018
2051,788030,492457,1280487,2018
2052,807287,502620,1309907,2018
2053,824701,511001,1335702,2018
2054,845264,518248,1363512,2018
2055,864735,525952,1390687,2018
2056,883754,532068,1415822,2018
2057,903438,536489,1439927,2018
2058,919677,542210,1461887,2018
2059,934452,547211,1481663,2018
2060,948152,552404,1500556,2018
2010,-120,1503,1383,2019
2011,290,2788,3078,2019
2012,787,4377,5164,2019
2013,1591,5248,6839,2019
2014,2509,5333,7842,2019
2015,4319,5433,9752,2019
2016,6320,6003,12323,2019
2017,9633,6191,15824,2019
2018,10902,7807,18709,2019
2019,20526,14506,35032,2019
2020,32440,25648,58088,2019
2021,48735,39082,87817,2019
2022,67543,54885,122428,2019
2023,88599,72768,161367,2019
2024,112186,90678,202864,2019
2025,136588,109184,245772,2019
2026,161472,128441,289913,2019
2027,186591,146940,333531,2019
2028,211890,163972,375862,2019
2029,238022,179583,417605,2019
2030,263239,195559,458798,2019
2031,289395,212015,501410,2019
2032,315918,226758,542676,2019
2033,342189,239196,581385,2019
2034,371807,251671,623478,2019
2035,398419,262992,661411,2019
2036,423146,274322,697468,2019
2037,450084,286372,736456,2019
2038,477639,298105,775744,2019
2039,503079,310954,814033,2019
2040,531376,322962,854338,2019
2041,559056,335337,894393,2019
2042,582677,347733,930410,2019
2043,603989,360632,964621,2019
2044,627199,372586,999785,2019
2045,648276,384917,1033193,2019
2046,667018,395826,1062844,2019
2047,686235,406762,1092997,2019
2048,704388,416633,1121021,2019
2049,720808,425923,1146731,2019
2050,739885,434702,1174587,2019
2051,757593,442710,1200303,2019
2052,774846,451314,1226160,2019
2053,790422,457421,1247843,2019
2054,805526,463406,1268932,2019
2055,820117,469351,1289468,2019
2056,834325,475798,1310123,2019
2057,850179,480314,1330493,2019
2058,864375,485777,1350152,2019
2059,877015,490492,1367507,2019
2060,889939,495141,1385080,2019
2010,-1397,1924,527,2020
2011,-1488,3888,2400,2020
2012,-1855,6299,4444,2020
2013,-1150,8815,7665,2020
2014,-694,10672,9978,2020
2015,864,11762,12626,2020
2016,2664,13768,16432,2020
2017,5313,15556,20869,2020
2018,5526,18227,23753,2020
2019,6606,20690,27296,2020
2020,11664,29441,41105,2020
2021,22129,40696,62825,2020
2022,35904,55157,91061,2020
2023,52876,72161,125037,2020
2024,73283,89890,163173,2020
2025,96448,108697,205145,2020
2026,119246,129455,248701,2020
2027,141738,149513,291251,2020
2028,166701,168696,335397,2020
2029,193526,186429,379955,2020
2030,221291,203721,425012,2020
2031,249660,220974,470634,2020
2032,280383,237789,518172,2020
2033,311637,253120,564757,2020
2034,343212,268157,611369,2020
2035,370857,282917,653774,2020
2036,398068,295997,694065,2020
2037,427536,308901,736437,2020
2038,456197,321134,777331,2020
2039,483431,333367,816798,2020
2040,511964,344505,856469,2020
2041,539472,355503,894975,2020
2042,563673,366885,930558,2020
2043,588021,377409,965430,2020
2044,614237,387846,1002083,2020
2045,639951,398249,1038200,2020
2046,664124,408493,1072617,2020
2047,687751,417742,1105493,2020
2048,710697,425968,1136665,2020
2049,731783,433497,1165280,2020
2050,754682,441634,1196316,2020
2051,775670,450790,1226460,2020
2052,794499,459465,1253964,2020
2053,810599,465864,1276463,2020
2054,828131,472534,1300665,2020
2055,845360,478859,1324219,2020
2056,859743,483849,1343592,2020
2057,875252,487694,1362946,2020
2058,891255,491984,1383239,2020
2059,905923,494508,1400431,2020
2060,922027,498051,1420078,2020
