"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2022,105958,97192,203150,2017
2023,131214,118083,249297,2017
2024,158632,136982,295614,2017
2025,185722,155543,341265,2017
2026,212478,175514,387992,2017
2027,236797,195190,431987,2017
2028,260777,212952,473729,2017
2029,285584,228150,513734,2017
2030,309344,242658,552002,2017
2031,333258,257158,590416,2017
2032,357854,269196,627050,2017
2033,383516,280179,663695,2017
2034,409463,291289,700752,2017
2035,434246,302560,736806,2017
2036,457050,313651,770701,2017
2037,480834,325517,806351,2017
2038,504884,334970,839854,2017
2039,526513,346366,872879,2017
2040,549108,357697,906805,2017
2041,571215,368143,939358,2017
2042,591460,379205,970665,2017
2043,610874,388649,999523,2017
2044,630422,397738,1028160,2017
2045,648440,407418,1055858,2017
2046,666018,415567,1081585,2017
2047,684045,423397,1107442,2017
2048,702057,430032,1132089,2017
2049,717135,435509,1152644,2017
2050,733970,441163,1175133,2017
2051,750088,447691,1197779,2017
2052,765563,453968,1219531,2017
2053,779802,458535,1238337,2017
2054,795584,463111,1258695,2017
2055,811307,468747,1280054,2017
2056,825511,473034,1298545,2017
2057,841459,476756,1318215,2017
2058,856128,482495,1338623,2017
2059,871386,487023,1358409,2017
2060,887491,492631,1380122,2017
2010,-810,1178,368,2018
2011,-641,2069,1428,2018
2012,-993,3056,2063,2018
2013,-525,3852,3327,2018
2014,-672,3680,3008,2018
2015,-715,4025,3310,2018
2016,258,5091,5349,2018
2017,1818,6363,8181,2018
2018,9165,13698,22863,2018
2019,21588,23922,45510,2018
2020,36626,37525,74151,2018
2021,54970,52087,107057,2018
2022,74833,68736,143569,2018
2023,96705,87101,183806,2018
2024,120861,105112,225973,2018
2025,145538,122997,268535,2018
2026,170102,141365,311467,2018
2027,193334,160028,353362,2018
2028,215902,176551,392453,2018
2029,240061,192772,432833,2018
2030,262856,208717,471573,2018
2031,287092,225296,512388,2018
2032,313162,240360,553522,2018
2033,338135,254234,592369,2018
2034,363752,267803,631555,2018
2035,387606,282456,670062,2018
2036,409546,295494,705040,2018
2037,433504,310023,743527,2018
2038,458510,323397,781907,2018
2039,481965,337461,819426,2018
2040,506970,350412,857382,2018
2041,532019,363459,895478,2018
2042,555275,378195,933470,2018
2043,577743,392321,970064,2018
2044,601281,404239,1005520,2018
2045,623622,417632,1041254,2018
2046,645993,430098,1076091,2018
2047,669651,441709,1111360,2018
2048,693559,451397,1144956,2018
2049,715659,459611,1175270,2018
2050,739260,467353,1206613,2018
2051,760918,475862,1236780,2018
2052,779825,484417,1264242,2018
2053,797857,491471,1289328,2018
2054,818096,498282,1316378,2018
2055,836418,504735,1341153,2018
2056,853132,510663,1363795,2018
2057,871337,515733,1387070,2018
2058,887615,521745,1409360,2018
2059,902776,526781,1429557,2018
2060,917067,532616,1449683,2018
2010,-580,1053,473,2019
2011,-887,1831,944,2019
2012,-1140,2893,1753,2019
2013,-1209,3574,2365,2019
2014,-1757,3561,1804,2019
2015,-1943,3477,1534,2019
2016,-1584,3629,2045,2019
2017,-602,3509,2907,2019
2018,-1031,5048,4017,2019
2019,6599,11893,18492,2019
2020,16615,23280,39895,2019
2021,30890,36325,67215,2019
2022,48070,51952,100022,2019
2023,67282,69224,136506,2019
2024,89757,86565,176322,2019
2025,112680,104179,216859,2019
2026,135411,122793,258204,2019
2027,159600,140841,300441,2019
2028,184042,157522,341564,2019
2029,209961,173358,383319,2019
2030,234397,189222,423619,2019
2031,259581,205650,465231,2019
2032,285054,220666,505720,2019
2033,309371,233528,542899,2019
2034,336297,246646,582943,2019
2035,361562,259254,620816,2019
2036,385560,271946,657506,2019
2037,411890,284889,696779,2019
2038,438281,296795,735076,2019
2039,461431,310082,771513,2019
2040,488213,321794,810007,2019
2041,515908,334633,850541,2019
2042,540122,347677,887799,2019
2043,563388,360832,924220,2019
2044,587872,373147,961019,2019
2045,610672,385762,996434,2019
2046,632769,397276,1030045,2019
2047,656446,408283,1064729,2019
2048,677744,417651,1095395,2019
2049,698646,426256,1124902,2019
2050,719387,434800,1154187,2019
2051,738522,443003,1181525,2019
2052,757911,451516,1209427,2019
2053,774593,458034,1232627,2019
2054,791611,464058,1255669,2019
2055,808592,470887,1279479,2019
2056,824149,477437,1301586,2019
2057,842496,481769,1324265,2019
2058,859464,486981,1346445,2019
2059,875070,491514,1366584,2019
2060,890084,496087,1386171,2019
2010,-1174,1739,565,2020
2011,-967,3398,2431,2020
2012,-955,5453,4498,2020
2013,342,7471,7813,2020
2014,929,8971,9900,2020
2015,1625,9766,11391,2020
2016,2630,11298,13928,2020
2017,4180,12730,16910,2020
2018,3769,15068,18837,2020
2019,4530,16839,21369,2020
2020,8481,25136,33617,2020
2021,17846,35797,53643,2020
2022,31159,49479,80638,2020
2023,47281,65675,112956,2020
2024,66881,82374,149255,2020
2025,88621,100382,189003,2020
2026,110038,119715,229753,2020
2027,131253,138384,269637,2020
2028,154098,156323,310421,2020
2029,179333,173002,352335,2020
2030,205904,189496,395400,2020
2031,232566,206703,439269,2020
2032,260849,222884,483733,2020
2033,289842,237919,527761,2020
2034,319369,252158,571527,2020
2035,344631,266576,611207,2020
2036,369182,279746,648928,2020
2037,397452,292768,690220,2020
2038,423891,305120,729011,2020
2039,448982,317635,766617,2020
2040,474654,328285,802939,2020
2041,500382,339814,840196,2020
2042,523654,351308,874962,2020
2043,546210,362347,908557,2020
2044,570859,373463,944322,2020
2045,594794,384434,979228,2020
2046,618033,394075,1012108,2020
2047,638940,403259,1042199,2020
2048,659703,410158,1069861,2020
2049,679267,417048,1096315,2020
2050,699720,424051,1123771,2020
2051,720838,431246,1152084,2020
2052,738993,438580,1177573,2020
2053,755917,444822,1200739,2020
2054,773649,449973,1223622,2020
2055,791003,455697,1246700,2020
2056,806282,460826,1267108,2020
2057,823354,465187,1288541,2020
2058,839321,469862,1309183,2020
2059,855102,472949,1328051,2020
2060,872282,476896,1349178,2020
