"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2044,250562,131777,382339,2019
2045,261772,137422,399194,2019
2046,274547,142834,417381,2019
2047,288157,146730,434887,2019
2048,298167,148736,446903,2019
2049,307269,151143,458412,2019
2050,318035,153357,471392,2019
2051,328119,156393,484512,2019
2052,337806,158829,496635,2019
2053,343027,160185,503212,2019
2054,351203,161153,512356,2019
2055,357658,163104,520762,2019
2056,362902,162912,525814,2019
2057,367859,163141,531000,2019
2058,370612,164109,534721,2019
2059,372610,164323,536933,2019
2060,373310,164880,538190,2019
2010,-168,1200,1032,2020
2011,-725,2481,1756,2020
2012,-349,4181,3832,2020
2013,303,5540,5843,2020
2014,813,6659,7472,2020
2015,2037,7640,9677,2020
2016,3338,8993,12331,2020
2017,5091,9865,14956,2020
2018,6456,11151,17607,2020
2019,8745,12226,20971,2020
2020,10724,15082,25806,2020
2021,14235,18668,32903,2020
2022,19143,24178,43321,2020
2023,25786,29654,55440,2020
2024,34412,35538,69950,2020
2025,43753,42301,86054,2020
2026,53544,49842,103386,2020
2027,63553,57114,120667,2020
2028,73592,63947,137539,2020
2029,84523,70199,154722,2020
2030,95016,75629,170645,2020
2031,107528,82066,189594,2020
2032,119803,88277,208080,2020
2033,132081,93470,225551,2020
2034,146498,98051,244549,2020
2035,160551,102937,263488,2020
2036,174164,107658,281822,2020
2037,187465,112211,299676,2020
2038,200712,116271,316983,2020
2039,214288,121080,335368,2020
2040,227235,124723,351958,2020
2041,241367,127860,369227,2020
2042,252144,132606,384750,2020
2043,262327,137238,399565,2020
2044,272275,142464,414739,2020
2045,281570,148413,429983,2020
2046,290167,153668,443835,2020
2047,298524,157997,456521,2020
2048,305646,162319,467965,2020
2049,312873,165487,478360,2020
2050,323690,168720,492410,2020
2051,333612,172436,506048,2020
2052,343944,174751,518695,2020
2053,353698,175939,529637,2020
2054,365183,176445,541628,2020
2055,375626,178678,554304,2020
2056,386482,179825,566307,2020
2057,396968,179169,576137,2020
2058,406693,180369,587062,2020
2059,416239,180486,596725,2020
2060,424251,180967,605218,2020
