"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2048,222297,112667,334964,2017
2049,230131,114141,344272,2017
2050,239188,115702,354890,2017
2051,249117,118283,367400,2017
2052,258221,121070,379291,2017
2053,263901,122308,386209,2017
2054,273075,123432,396507,2017
2055,282506,125581,408087,2017
2056,289711,127106,416817,2017
2057,298494,127340,425834,2017
2058,307049,127366,434415,2017
2059,314153,126567,440720,2017
2060,322137,125637,447774,2017
2010,411,598,1009,2018
2011,482,1559,2041,2018
2012,521,2690,3211,2018
2013,664,3497,4161,2018
2014,793,3811,4604,2018
2015,1114,4451,5565,2018
2016,1394,5071,6465,2018
2017,1677,5705,7382,2018
2018,2354,7634,9988,2018
2019,4132,10709,14841,2018
2020,5326,15143,20469,2018
2021,6116,20244,26360,2018
2022,7751,26571,34322,2018
2023,11289,32594,43883,2018
2024,15280,38233,53513,2018
2025,20018,43517,63535,2018
2026,25315,48941,74256,2018
2027,31002,53648,84650,2018
2028,36321,57861,94182,2018
2029,44096,61488,105584,2018
2030,51787,64815,116602,2018
2031,59885,68488,128373,2018
2032,67808,71409,139217,2018
2033,76720,73575,150295,2018
2034,86749,75924,162673,2018
2035,95932,79052,174984,2018
2036,104172,81413,185585,2018
2037,113847,84267,198114,2018
2038,124251,86108,210359,2018
2039,133351,88706,222057,2018
2040,143314,89711,233025,2018
2041,155605,92497,248102,2018
2042,166527,96707,263234,2018
2043,177490,101425,278915,2018
2044,188587,105435,294022,2018
2045,198340,110106,308446,2018
2046,207445,113448,320893,2018
2047,215640,116121,331761,2018
2048,222331,117120,339451,2018
2049,228920,118240,347160,2018
2050,235796,119560,355356,2018
2051,241898,121514,363412,2018
2052,246906,124089,370995,2018
2053,249974,125896,375870,2018
2054,255198,127973,383171,2018
2055,260517,131765,392282,2018
2056,265403,133068,398471,2018
2057,270569,132560,403129,2018
2058,274744,132422,407166,2018
2059,280149,130834,410983,2018
2060,286254,129568,415822,2018
2010,113,789,902,2019
2011,-77,1714,1637,2019
2012,121,2958,3079,2019
2013,514,3691,4205,2019
2014,611,3924,4535,2019
2015,772,4081,4853,2019
2016,1381,4779,6160,2019
2017,2274,5498,7772,2019
2018,2820,6232,9052,2019
2019,6041,8023,14064,2019
2020,7990,11288,19278,2019
2021,9773,14965,24738,2019
2022,12125,19276,31401,2019
2023,15851,23301,39152,2019
2024,20476,26513,46989,2019
2025,25045,30164,55209,2019
2026,30280,34256,64536,2019
2027,35510,38119,73629,2019
2028,40615,42172,82787,2019
2029,48664,45982,94646,2019
2030,57073,50170,107243,2019
2031,66343,55089,121432,2019
2032,74077,59835,133912,2019
2033,83838,63557,147395,2019
2034,95488,66774,162262,2019
2035,107699,70843,178542,2019
2036,118998,75176,194174,2019
2037,131098,79311,210409,2019
2038,142415,82652,225067,2019
2039,153015,87913,240928,2019
2040,162548,91454,254002,2019
2041,175035,95991,271026,2019
2042,185948,102295,288243,2019
2043,197379,108412,305791,2019
2044,209973,114878,324851,2019
2045,221325,120900,342225,2019
2046,233068,125559,358627,2019
2047,244685,128856,373541,2019
2048,253644,129236,382880,2019
2049,260202,129917,390119,2019
2050,265981,130862,396843,2019
2051,271758,132655,404413,2019
2052,275097,133719,408816,2019
2053,277364,134179,411543,2019
2054,282024,133868,415892,2019
2055,286438,135260,421698,2019
2056,289359,135475,424834,2019
2057,292807,135138,427945,2019
2058,294489,135880,430369,2019
2059,296129,135895,432024,2019
2060,297045,136371,433416,2019
2010,893,921,1814,2020
2011,1242,2093,3335,2020
2012,2246,3648,5894,2020
2013,3211,4859,8070,2020
2014,3885,5697,9582,2020
2015,5363,6382,11745,2020
2016,6985,7602,14587,2020
2017,8415,8278,16693,2020
2018,10016,9455,19471,2020
2019,11890,10263,22153,2020
2020,12412,12587,24999,2020
2021,13665,15728,29393,2020
2022,16646,19795,36441,2020
2023,21530,23874,45404,2020
2024,27688,27449,55137,2020
2025,34582,31913,66495,2020
2026,40540,37174,77714,2020
2027,46990,41961,88951,2020
2028,53752,46186,99938,2020
2029,61991,49858,111849,2020
2030,69780,53650,123430,2020
2031,77277,58176,135453,2020
2032,85611,62145,147756,2020
2033,94066,64725,158791,2020
2034,103543,66816,170359,2020
2035,114111,68035,182146,2020
2036,123348,69356,192704,2020
2037,133990,71042,205032,2020
2038,143372,73397,216769,2020
2039,153377,76752,230129,2020
2040,161889,79510,241399,2020
2041,172727,82746,255473,2020
2042,182156,88305,270461,2020
2043,190515,93743,284258,2020
2044,200814,99025,299839,2020
2045,209286,104293,313579,2020
2046,216213,108466,324679,2020
2047,224262,111161,335423,2020
2048,229651,111430,341081,2020
2049,234855,111929,346784,2020
2050,241105,112999,354104,2020
2051,248115,114888,363003,2020
2052,255007,116439,371446,2020
2053,259998,116908,376906,2020
2054,265781,117213,382994,2020
2055,270841,118343,389184,2020
2056,275795,118428,394223,2020
2057,281882,117683,399565,2020
2058,286873,117684,404557,2020
2059,292004,116868,408872,2020
2060,297436,117137,414573,2020
